"Wilson G, Allen M","2019","Prediction of Stock Market Volatility using GARCH Models","Journal of Applied Mathematics and Risk Management","32","3","81-94","FALSE","","","",""
"Martinez T, Thompson I","2017","Time-Frequency Analysis for Signal Processing Using Wavelet Transform","Journal of Applied Mathematics in Signal Processing","38","3","112-127","FALSE","","","",""
"Clark N, Garcia O","2015","Estimating Parameters for Mathematical Models of Chemical Reactions","Applied Mathematics and Chemical Engineering","29","4","123-136","FALSE","","","",""
"Adams D, Turner P","2018","Mathematical Modeling of Traffic Equilibrium Problems in Transportation Networks","Journal of Applied Mathematics and Equilibrium Theory","45","2","56-69","FALSE","","","",""
"Rodriguez L, Wilson C","2016","Optimization of Renewable Energy Systems using Genetic Algorithms","Applied Mathematics and Energy Systems","39","1","32-47","FALSE","","","",""
"Walker B, Davis S","2019","Mathematical Models for Predicting the Spread of Invasive Species","Journal of Applied Mathematics in Ecology","24","2","110-125","FALSE","","","",""
"Johnson R, Thompson M","2017","Numerical Methods for Solving Partial Differential Equations in Fluid Dynamics","Journal of Applied Mathematics and Fluid Mechanics","36","3","112-127","FALSE","","","",""
"James G, Carter P","2015","A Mathematical Model of Pollutant Dispersion in Rivers","Applied Mathematics and Environmental Engineering","24","4","123-136","FALSE","","","",""
"Turner N, Roberts J","2018","Statistical Analysis of DNA Sequences for Identifying Genetic Mutations","Journal of Applied Mathematics in Genetics","25","2","98-112","FALSE","","","",""
"Hill G, Baker M","2016","Mathematical Modeling of Dynamic Systems with Ordinary Differential Equations","Applied Mathematics and Control Theory","37","1","45-58","FALSE","","","",""
"Thompson D, Clark U","2019","Optimization of Water Distribution Networks using Genetic Algorithms","Journal of Applied Mathematics in Water Resources","42","4","167-182","FALSE","","","",""
"Smith JA, Johnson TM, Lee GW","2020","A novel approach for modeling fluid dynamics in porous media","Journal of Applied Mathematics","56","3","123-142","FALSE","","","",""
"Brown RD, Anderson LM, Martinez E","2018","Optimization of traffic flow using a hybrid genetic algorithm","Journal of Applied Mathematics","42","2","56-78","FALSE","","","",""
"Gonzalez MR, Patel SH, Wang Y","2019","Application of wavelet-based analysis in signal processing for fault detection","Journal of Applied Mathematics","34","1","98-117","FALSE","","","",""
"Jackson LC, Davis SR, Garcia MA","2017","An efficient numerical method for solving nonlinear partial differential equations","Journal of Applied Mathematics","71","4","245-263","FALSE","","","",""
"Thompson KP, Clark ER, Baker MD","2016","Predictive modeling of forest fire spread using cellular automata","Journal of Applied Mathematics","51","2","78-96","FALSE","","","",""
"Rodriguez CG, Hernandez AB, Liu X","2018","Statistical analysis of brain connectivity using graph theory","Journal of Applied Mathematics","67","3","167-186","FALSE","","","",""
"Wilson SD, Sanchez MA,  Nguyen NM","2019","A novel approach for feature extraction in image recognition using deep learning","Journal of Applied Mathematics","83","2","56-76","FALSE","","","",""
"Baker JK, Lewis EA, Martinez RC","2015","Modeling and control of robotic systems using differential equations","Journal of Applied Mathematics","29","1","34-51","FALSE","","","",""
"Turner LM, Thomas DJ, Garcia SP","2020","Optimal control of a discrete-time Markov process","Journal of Applied Mathematics","92","4","278-297","FALSE","","","",""
"Reed MO, Johnson EL, Garcia LB","2016","Predicting epidemic outbreaks using mathematical models","Journal of Applied Mathematics","41","2","87-104","FALSE","","","",""
"Martin SR, Davis GJ, Patel KS","2017","A numerical approach for solving inverse problems in imaging","Journal of Applied Mathematics","50","3","127-144","FALSE","","","",""
"Turner FE, Morris DC, Sanchez RA","2019","Analytical modeling of electrical circuits using differential equations","Journal of Applied Mathematics","62","1","45-63","FALSE","","","",""
"White GR, Thompson PH, Anderson JM","2018","Modeling the spread of infectious diseases using cellular automata","Journal of Applied Mathematics","55","4","189-208","FALSE","","","",""
"Davis AN, Rodriguez GS, Brown LK","2016","A comparative study of optimization algorithms for inverse problems","Journal of Applied Mathematics","72","2","89-106","FALSE","","","",""
"Baker JR, Martinez LC, Clark DW","2017","Solving partial differential equations using mesh-free methods","Journal of Applied Mathematics","30","2","56-73","FALSE","","","",""
"Thompson SM, Lopez PA, Martin GR","2019","A review of numerical methods for solving ordinary differential equations","Journal of Applied Mathematics","68","3","156-173","FALSE","","","",""
"Wilson KR, Turner EC, Hernandez RJ","2018","Mathematical modeling of population dynamics in ecology","Journal of Applied Mathematics","43","1","23-40","FALSE","","","",""
"Roberts CL, Thomas SJ, Davis RE","2020","Analysis and prediction of stock market trends using machine learning algorithms","Journal of Applied Mathematics","82","4","256-273","FALSE","","","",""
"Anderson DJ, Martinez RC, Thompson DH","2015","A numerical approach for solving parabolic partial differential equations","Journal of Applied Mathematics","28","3","143-160","FALSE","","","",""
"Wilson GA, Davis FS, Johnson RM","2017","Statistical analysis of climate change patterns using time series data","Journal of Applied Mathematics","52","2","66-83","FALSE","","","",""
"Rodriguez MK, Brown RD, Hernandez CF","2019","A comparison of numerical methods for solving large systems of linear equations","Journal of Applied Mathematics","69","3","134-150","FALSE","","","",""
"Thompson DL, Jackson JE, Turner RM","2016","Modeling predator-prey interactions using ordinary differential equations","Journal of Applied Mathematics","35","1","45-62","FALSE","","","",""
"Clark BA, Anderson LK, Thomas MP","2018","Optimal control of nonlinear dynamical systems using the Pontryagin's minimum principle","Journal of Applied Mathematics","58","2","89-106","FALSE","","","",""
"Turner GS, Wilson AK, Smith RM","2017","Satellite image analysis for land cover classification using machine learning techniques","Journal of Applied Mathematics","46","2","78-95","FALSE","","","",""
"Martin KM, Davis RA, Thompson PL","2016","Solving fractional differential equations using the Adams-Bashforth method","Journal of Applied Mathematics","32","3","156-173","FALSE","","","",""
"Thompson TK, Clark RM, Johnson AL","2019","Analyzing financial time series data using wavelet techniques","Journal of Applied Mathematics","75","4","267-284","FALSE","","","",""
"Davis EJ, Baker KL, Anderson MR","2015","Numerical methods for solving stiff differential equations","Journal of Applied Mathematics","27","1","34-51","FALSE","","","",""
"Anderson JD, Thomas LK, Rodriguez ED","2017","Optimization of power allocation in wireless communication networks using genetic algorithms","Journal of Applied Mathematics","50","2","67-84","FALSE","","","",""
"Wilson RG, Turner GT, Martin KD","2018","Modeling the spread of computer viruses using complex networks","Journal of Applied Mathematics","55","3","134-151","FALSE","","","",""
"Rodriguez AN, Thompson GL, Brown LM","2016","A hybrid approach for solving optimization problems with global constraints","Journal of Applied Mathematics","41","1","45-62","FALSE","","","",""
"Clark EK, Anderson RL, Martin DS","2019","Numerical simulation of heat transfer in solids using finite difference methods","Journal of Applied Mathematics","70","3","179-196","FALSE","","","",""
"White BG, Turner SL, Johnson MA","2017","Enhancing image denoising techniques using wavelet thresholding","Journal of Applied Mathematics","47","2","89-106","FALSE","","","",""
"Martinez KP, Davis LE, Hernandez TR","2018","A review of optimization techniques for feature selection in machine learning","Journal of Applied Mathematics","60","1","34-51","FALSE","","","",""
"Turner JA, Wilson KM, Clark LP","2016","Analysis of spatial distribution patterns using point pattern analysis techniques","Journal of Applied Mathematics","35","3","167-184","FALSE","","","",""
"Rodriguez EJ, Johnson DN, Brown RS","2019","Solving boundary value problems for ordinary differential equations using the shooting method","Journal of Applied Mathematics","73","4","256-273","FALSE","","","",""
"Thompson TR, Clark RD, Davis SM","2017","A comparison of finite element methods for solving partial differential equations","Journal of Applied Mathematics","48","2","78-95","FALSE","","","",""
"Anderson GL, Turner RH, Hernandez SW","2018","Modeling the spread of information in social networks using agent-based simulations","Journal of Applied Mathematics","58","3","134-150","FALSE","","","",""
"Wilson EG, Davis MR, Thompson BL","2016","A comparative study of classification algorithms for pattern recognition","Journal of Applied Mathematics","33","1","56-73","FALSE","","","",""
"Martinez RA, Rodriguez LD, White CJ","2019","A numerical approach for solving the convection-diffusion equation","Journal of Applied Mathematics","67","4","234-251","FALSE","","","",""
"Turner BS, Clark LD, Johnson GP","2017","Statistical modeling of extreme weather events using generalized extreme value distributions","Journal of Applied Mathematics","52","3","112-129","FALSE","","","",""
"Davis GM, Anderson DR, Thompson SN","2018","A review of numerical methods for solving partial differential equations with fractional derivatives","Journal of Applied Mathematics","61","2","112-129","FALSE","","","",""
"Martin KE, Hernandez RD, Johnson NP","2016","Analyzing biological networks using graph spectral techniques","Journal of Applied Mathematics","36","2","78-95","FALSE","","","",""
"Thompson GR, Clark PD, Wilson AL","2019","Modeling of groundwater flow using the finite element method","Journal of Applied Mathematics","72","3","178-195","FALSE","","","",""
"Rodriguez TL, Turner JP, Davis KH","2017","Optimization of production planning using linear programming techniques","Journal of Applied Mathematics","49","2","89-106","FALSE","","","",""
"Baker LG, Martinez JH, Johnson RD","2015","A numerical analysis of heat transfer in fluid flows using finite volume methods","Journal of Applied Mathematics","24","3","134-151","FALSE","","","",""
"Wilson BE, Turner EG, Martin RK","2018","Mathematical modeling of tumor growth using reaction-diffusion equations","Journal of Applied Mathematics","55","2","78-95","FALSE","","","",""
"Smith MJ, Clark PA, Davis EL","2016","A comparison of optimization algorithms for solving nonlinear programming problems","Journal of Applied Mathematics","31","1","56-73","FALSE","","","",""
"Clark JS, Anderson GM, Turner SB","2017","Analysis of decision-making under uncertainty using stochastic programming techniques","Journal of Applied Mathematics","46","3","134-151","FALSE","","","",""
"Rodriguez DT, Thompson MS, Hernandez SK","2019","Numerical methods for solving stochastic differential equations with applications to finance","Journal of Applied Mathematics","73","3","156-173","FALSE","","","",""
"Turner LR, Davis LT, Martinez BR","2018","A review of mathematical models for the spread of infectious diseases","Journal of Applied Mathematics","64","4","234-251","FALSE","","","",""
"Smith JD, Johnson AB, Williams CD","2017","Exploring the Redshift of Distant Galaxies","Astrophysical Journal","820","2","93-10","FALSE","","","",""
